model,accuracy,precision,recall,specificity,f1,test_bce,roc_auc,tp,fp,tn,fn,n_iter
Logistic Regression,0.9646017699115044,0.9493670886075949,1.0,0.8947368421052632,0.974025974025974,0.0958987493978281,0.9921052631578948,75,4,34,0,10000
